TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,Y
50.61,51.2,46.29,46.4,81.89,81.3,86.51,86,85.18,62.46,50.75,51.02,51.18,14.8,251.4,-215.1,38.76,40.02,2.486,3.739,51.41,2.651,1.326,265.6,215.7,6.3,3.1,40.1,35.1,89.1,102.8,5.6,45.1,5,136.5,47.1,67,57,55,7.754,4.309,8.971,20,0,137.1,127.4,129.5,93.7,4.8,4.8,0,0,100,24.75,47.71,56,20.85,55.44,77.44,51.08,51.02,16.15,59.67,223.3,eo4
51.75,52,46.5,46.4,80.54,80.2,86.02,85.4,84.44,64.3,51.77,51.97,60.95,17.59,223.8,-180.5,47.26,47.41,1.752,1.9,55.12,3.015,1.166,266.7,215.8,6.3,3.7,40.1,35.1,89.1,102.8,6.3,44.9,4.8,129.6,40.5,67.5,63,60,7.013,3.273,8.428,20,0,136.5,127.7,130.5,93.9,5,5.7,0,0,100,28.81,48.32,56,23.29,55.44,76.09,52.19,52.13,20.45,42.04,210.2,eo4
52.2,52.5,46.21,46.1,79.8,79.2,85.86,85.3,84.32,65.9,52.22,52.42,67.92,17.29,206.5,-155.9,53.23,53.38,1.73,1.877,57.57,3.251,1.081,269.1,213.2,6,3.8,40.1,35.1,89.1,102.8,6.7,44.4,4.4,125,35.9,67.5,66,63,5.932,2.484,8.116,20,0,136.2,127.4,130,94.5,5.9,6.2,0,0,100,32.88,48.93,56,25.73,55.4,75.11,52.64,52.58,21.06,41.53,199.5,eo4
52.61,52.8,45.93,45.8,78.74,78.3,85.41,84.7,83.78,67.33,52.59,52.83,74.59,18.16,184,-127.5,59.99,59.77,2.114,1.895,58.92,3.58,0.9822,268.3,215.3,5.8,3.9,40.1,35.1,88.6,101.8,6.4,44.1,4,120.9,32.1,66.5,67,64,7.589,2.894,8.015,20,0,135.9,127.1,129.5,93.6,6.4,6.9,0,0,100,36.95,49.54,56,28.17,55.36,73.76,53.01,52.95,23.69,50.74,181.1,eo4
53.06,53.3,46.13,45.9,77.3,75.7,84.26,83,82.64,68.07,53.16,53.36,78.71,18.37,164.8,-104.5,62.2,63.08,1.746,2.63,59.01,3.706,0.9487,271.5,215.3,7,3.6,39.2,34.2,86.6,98.3,5.6,43.9,4.8,118.5,31.9,64.1,68,65,0.9265,0.3348,7.914,20,0,134.7,126.6,130,95.3,7.6,7.2,40,0,100,60.17,51.03,56,43,55.32,72.04,53.46,53.44,26.37,41.91,167.6,eo4
55.11,55.5,47.24,47.2,73.17,72.3,80.99,80,79.03,70.11,55.05,55.32,87.73,21.9,100.1,-34.28,70.69,70.1,2.482,1.897,60.05,4.138,0.8496,269.3,215.4,8,4.4,39.2,34.3,84.6,94.8,7.7,44.4,5,114.2,28.8,60.3,69,66,0.1399,0.04536,7.814,20,0,133.8,125.7,128.5,93.4,7.9,8.3,20,0,100,61.18,51.24,56,35,55.2,68.19,55.91,55.65,40.46,59.57,80.72,eo4
55.19,55.3,46.95,46.6,72.43,72,80.45,80.2,78.5,69.95,55.05,55.28,89.16,21.69,95.06,-27.58,73.83,72.51,2.11,0.7922,61.59,4.215,0.8342,266.7,214.9,7.9,4.7,38.9,34,84.9,95.3,8.2,43.9,4.7,112,27,61.6,70,67,7.676,2.449,7.715,20,0,132.9,125,129,94,8,8.5,35,0,100,62.18,51.44,56,35,55.16,67.98,56.36,55.81,40.58,50.64,63.26,eo4
54.99,55,46.54,46.3,72.31,72,80.5,80.2,78.58,70.03,54.84,55.08,91.4,21.33,95.49,-25.42,75.45,74.13,2.104,0.79,62.94,4.215,0.8342,267.9,214.3,7.2,5,39.1,34.2,85.2,95.8,8.5,43.6,4.7,111.3,26.1,61.6,72,69,6.858,2.134,7.52,20,0,132,124.7,129.5,96,8,8.9,35,0,100,63.19,51.64,56,35,55.12,68.02,56.2,55.73,39.66,50.51,59.93,eo4
54.78,54.9,46.05,45.8,72.35,72,80.62,80.2,78.71,70.11,54.6,54.83,92.04,21.27,95.66,-24.89,77.97,76.29,2.103,0.4246,64.01,4.283,0.821,267.1,214.2,7,5,38.9,34,85.2,95.8,8.4,42.9,4,110.9,25.5,61.8,72,69,14.54,4.493,7.52,20,0,131.5,124.2,131,95.7,8.2,9,40,0,100,64.2,51.84,56,35,55.12,68.07,56.08,55.53,39.41,50.48,54.1,eo4
54.66,54.7,45.84,45.6,72.23,71.8,80.62,80.4,78.71,70.15,54.51,54.79,94.21,21.45,96.03,-23.27,79.19,77.87,2.484,1.163,63.94,4.354,0.8074,269.4,215.5,7.3,5.1,38.5,33.7,85.5,96.3,8.5,42.9,4.4,110.5,25,62.1,72,69,11.12,3.356,7.52,20,0,130.9,123.2,129.5,95,8.4,8.9,40,0,100,65.21,52.04,56,35,55.03,68.02,55.99,55.4,39.63,59.62,50.96,eo4
54.62,54.7,45.8,45.6,72.06,71.7,80.45,80.2,78.58,70.15,54.47,54.79,94.43,21.04,94.87,-21.48,79.49,78.16,2.862,1.536,63.98,4.368,0.8049,270,216.3,7.2,5.2,38.6,33.8,84.9,95.3,7.9,42.7,4.1,110.3,25.6,62,73,70,11.46,3.45,7.424,20,0,130.1,123.2,129.5,94.8,8.4,8.9,40,0,100,66.22,52.24,56,35,54.99,67.94,55.95,55.4,38.99,68.69,47.55,eo4
54.58,54.5,45.76,45.6,71.9,71.7,80.33,80.2,78.46,70.15,54.43,54.75,94.68,20.99,93.28,-19.59,79.08,77.76,2.848,1.528,63.6,4.372,0.8043,269.5,215.2,7.3,4.9,38.3,33.5,84.9,95.3,8.4,42.5,4.3,110.1,24.9,61.9,73,70,8.763,2.632,7.424,20,0,129.6,122.5,129.5,95.3,8.3,8.9,40,0,100,67.23,52.45,56,35,54.99,67.9,55.87,55.36,39.03,68.36,44.82,eo4
54.58,54.7,45.72,45.8,71.78,71.7,80.17,80,78.34,70.11,54.43,54.75,93.76,20.43,91.91,-18.58,79.57,78.25,2.852,1.53,63.48,4.407,0.7977,268.1,215.6,7.3,4.9,38.3,33.5,84.9,95.3,8.5,42.7,4.4,110.1,24.6,62.1,73,70,13.59,4.124,7.424,20,0,129.3,122.2,130,96.2,8.3,9.1,40,0,100,68.24,52.65,56,35,54.95,67.78,55.83,55.32,38.23,68.46,39.85,eo4
54.54,54.7,45.68,45.6,71.69,71.5,80.04,79.7,78.17,70.11,54.39,54.71,93.07,20.84,89.85,-17.62,79.83,78.5,2.862,1.536,63.6,4.413,0.7967,267.5,216.3,7.3,5.2,38.3,33.5,84.9,95.3,8.1,42.5,4.2,109.8,24.9,61.1,73,70,17.04,5.208,7.424,20,0,129,121.7,128,94.5,8.3,9.1,40,0,100,69.24,52.85,56,35,54.91,67.66,55.83,55.32,39.24,68.69,33.79,eo4
54.54,54.7,45.64,46.1,71.61,72.2,79.88,79.4,78.09,70.07,54.39,54.71,91.96,19.88,89.21,-17.13,79.56,78.24,2.839,1.524,57.01,4.906,0.7167,266.9,214.5,6.7,4.6,39.2,34.3,84,93.8,7.3,43,3.8,109.6,25.8,59.6,65,62,13.4,4.146,8.219,20,0,128.2,121.5,128.5,93.2,7.4,8.8,65,0,100,30,48,56,34,54.95,67.66,56.28,55.28,37.56,68.12,32.81,eo4
52.29,51.7,44.98,44.4,75.3,76,82.09,82.5,79.89,64.46,51.48,52.25,76.32,24.68,173.3,-121.7,65.12,57.97,6.848,-0.3062,57.53,3.98,0.8835,269.6,214,4.9,3.8,39.5,34.6,86.3,97.8,7.1,42.7,3.3,112.9,26.4,63.7,66,63,18.17,6.773,8.116,20,0,128.2,121.2,128,92.5,6.6,7.4,80,0,100,30,48,56,46,54.95,68.23,57.96,55.08,44.61,56.99,179.4,eo4
51.26,51.1,44.21,43.9,75.87,75.9,82.62,82.5,80.43,64.18,50.42,51.35,76.14,24.77,183.2,-131.8,63.41,55.83,8.372,0.7954,57.66,3.867,0.9093,270.6,215.6,4.7,3.7,39.2,34.3,86.3,97.3,6.6,42.4,3.2,114,27.7,63,66,63,12.89,4.815,8.116,20,0,127.9,120.9,128,92.9,6.6,7.2,80,0,100,30,48,56,46,54.87,67.66,57.43,54.5,46.5,68.7,188.1,eo4
50.94,50.9,43.96,43.6,75.83,75.9,82.54,82.5,80.34,63.97,50.13,51.11,75.07,24.57,183.1,-132.6,62.54,55.34,8.72,1.528,57.41,3.83,0.9181,268.4,215.2,4.6,3.5,39.2,34.3,86,97.3,6.5,42.4,3.3,114.5,28.5,63.1,66,63,13.37,5.064,8.116,20,0,128.2,120.9,129.5,94.2,6.8,7.1,80,0,100,30,48,56,46,54.91,67.82,57.22,54.26,45.68,70.57,187.2,eo4
50.77,50.9,43.88,43.8,75.75,75.6,82.42,82.2,80.26,63.89,49.97,51.02,74.49,24.07,182.8,-132.4,61.75,54.57,9.448,2.26,57.15,3.799,0.9255,267.9,215,4.2,3.8,39.4,34.5,86,97.3,6.3,42.4,3,114.5,28.8,62.5,65,62,12.38,4.726,8.219,20,0,128.2,120.9,127.5,92.5,6.5,7.3,80,0,100,30,48,56,42,54.91,67.94,57.1,54.09,44.34,75.41,188,eo4
50.85,51.1,44.21,44.3,75.58,75.2,82.05,81.7,80.06,63.85,50.13,51.15,72.74,22.41,182.3,-132,59.43,52.99,9.062,2.622,55.72,3.75,0.9376,269.9,214.6,6.3,4,38.2,33.2,85.2,95.8,6.1,42,4,114.9,29.7,63.1,64,61,8.919,3.487,8.323,20,0,127.9,120.9,127,92.8,6.3,6.8,80,0,100,30,48,56,39,54.87,67.86,57.1,54.17,41.4,74.36,191.5,eo4
51.3,51.6,44.62,44.8,75.3,75.2,81.68,81.5,79.65,63.85,50.5,51.56,71.42,22.75,176.7,-128.1,59.98,52.79,9.456,2.262,55.42,3.806,0.9239,268.4,215.2,6.6,3.7,38.2,33.4,85.2,95.8,6.5,42.5,4.3,115.6,30.7,62.4,64,61,15.2,6.053,8.323,20,0,127.9,120.7,128.5,94,6.5,6.8,75,0,100,30,48,56,39,54.83,67.98,58.25,54.99,41.5,69.78,188.3,eo4
51.63,51.7,44.94,44.8,75.38,75.2,81.76,81.5,79.69,64.01,50.79,51.8,71.71,23.3,176.1,-127.7,59.72,52.19,9.051,1.521,55.71,3.769,0.9327,269.5,214.3,6.6,4,38.3,33.5,85.5,96.3,6.8,42.7,4.4,115.6,30.1,62.4,64,61,13.55,5.374,8.323,20,0,127.9,120.7,127.5,93.2,6.1,6.8,75,0,100,30,48,56,39,54.83,67.94,58.25,55.12,42.64,69.41,189.6,eo4
51.75,51.9,45.07,44.9,75.46,75.2,81.85,81.8,79.77,64.13,50.95,51.92,71.38,23.19,174.8,-126.6,59.82,52.65,8.699,1.524,55.61,3.783,0.9295,268.3,214.6,6.4,3.8,38.5,33.7,85.2,96.3,6.5,42.7,4.4,116,30.8,62.1,64,61,14.96,5.963,8.323,20,0,128.2,120.4,126.6,91.6,6.6,7,75,0,100,30,48,56,39,54.83,67.94,58.12,55.16,42.44,70.4,187.5,eo4
51.75,51.9,45.02,44.9,75.5,75.6,81.97,81.8,79.81,64.09,50.95,51.92,72.59,24.2,176.4,-128,60.03,52.87,8.676,1.52,55.58,3.798,0.9258,269.4,214.1,6.6,3.9,38.3,33.5,85.7,96.8,6.8,42.9,4.6,116,30.2,62.8,64,61,11.42,4.475,8.323,20,0,128.2,120.7,129,94.3,6.4,7,75,0,100,30,48,56,42,54.83,67.82,58,55.03,44.71,70.21,188.6,eo4
51.71,51.7,45.02,44.9,75.46,75,81.89,81.8,79.81,64.13,51.03,51.88,71.94,23.22,175.5,-126.8,60.01,53.92,7.625,1.529,55.86,3.778,0.9308,268.6,215.3,6.4,3.4,38.5,33.7,85.2,95.8,6.3,42.7,4.2,115.7,30.5,62.6,64,61,13.94,5.511,8.323,20,0,128.2,120.7,129.5,94.8,6.2,6.8,75,0,100,30,48,56,39,54.75,67.78,57.96,54.99,42.77,61.7,186.1,eo4
51.67,51.7,44.94,44.9,75.54,75.4,81.97,81.8,79.85,64.13,50.91,51.84,71.85,23.65,175.8,-127.6,60.14,53.34,8.327,1.523,55.77,3.792,0.9273,268.3,214.5,6.3,3.7,38.6,33.8,85.5,96.3,7,42.7,4.2,115.6,30.1,63.1,64,61,14.58,5.769,8.323,20,0,128.5,120.4,127.5,95,6.4,6.8,75,0,100,30,48,56,42,54.79,67.9,57.84,54.95,43.29,69.3,186.9,eo4
51.55,51.7,44.86,44.6,75.58,75.4,82.01,81.8,79.94,64.09,50.87,51.72,71.81,23.18,177,-128.4,59.82,53.75,7.601,1.524,55.8,3.77,0.9327,268.2,214.7,6.2,3.4,38.6,33.8,85.2,95.8,6.6,42.7,4.1,115.6,30.4,62.6,64,61,13.66,5.412,8.323,20,0,128.5,120.4,130,95.8,6.4,6.9,75,0,100,30,48,56,42,54.79,67.9,57.67,54.83,42.42,64.17,186.7,eo4
51.47,51.6,44.78,44.6,75.5,75.4,81.97,81.8,79.89,64.05,50.79,51.72,72.43,23.23,177.4,-128.2,60.16,54.05,8.38,2.269,55.97,3.779,0.9303,268.8,215.9,6.3,3.9,38.5,33.7,85.5,96.3,6.8,42.7,4,115.3,30.1,63.1,64,61,12.84,5.041,8.323,20,0,128.5,120.2,128,93.3,6.4,6.8,75,0,100,30,48,56,42,54.75,67.86,57.67,54.79,42.52,69.74,186.9,eo4
51.47,51.6,44.78,44.6,75.5,75.2,81.97,81.7,79.89,64.05,50.75,51.68,72.65,23.3,178,-128.6,60,53.54,8.359,1.896,55.76,3.783,0.9293,269.6,215.3,6.5,3.8,38.3,33.5,85.2,96.3,6.5,42.4,4.2,115.6,30.4,62.8,64,61,11.3,4.424,8.323,20,0,127.9,120.4,127.5,93,6.3,6.8,75,0,100,30,48,56,39,54.79,67.82,57.59,54.75,42.91,70.56,188.5,eo4
51.51,51.6,44.82,45.4,75.58,77,81.76,80.8,79.77,64.01,50.75,51.68,69.03,22.26,176,-129.2,59.46,52.69,8.283,1.515,43.5,4.807,0.7315,268.1,213.4,5.8,3,39.8,34.8,83.8,93.3,5.3,43.2,3.7,115.7,31.7,59.2,50,48,9.844,4.056,9.8,20,0,127.9,120.4,128.5,92.2,3.5,6,20,0,100,10,48,56,42,54.79,67.86,57.06,54.71,40.86,84.54,187.8,eo4
49.58,49,45.72,45.3,76.98,76.8,80.99,80.7,78.99,57.42,49.15,49.55,44.93,22.32,241.7,-219.1,34.72,30.82,3.59,-0.3085,43.43,2.811,1.251,268.9,215.7,5,1.6,40.3,35.3,82.3,90.8,3.7,44.4,4.1,125.5,43.2,56.2,50,48,7.524,4.762,9.8,20,0,128.2,120.4,128.5,92.7,3.9,3.7,20,0,100,10,48,56,42,54.79,67.49,50.34,50.37,42.17,86.15,234.6,eo4
47.91,48,45.02,45.4,75.83,74.9,78.94,77.6,77.68,55.82,47.88,48.24,34.96,14.11,245.7,-224.9,25.64,25.42,3.191,2.974,35.95,2.508,1.402,269.8,213.6,5.4,1.3,40,35,78.9,84.9,0.7,44.6,4.5,130.7,52,49.3,42,40,3.193,2.598,10.89,20,0,128.7,120.4,126.6,90.3,2.9,2.8,20,0,100,10,48,56,22,54.79,67.33,48.5,48.57,27.01,76.57,241.9,eo4
48.56,48.7,45.8,45.8,74.85,75,77.92,77.9,76.7,55.82,48.58,48.81,34.67,13.72,235.8,-214.9,24.69,24.83,2.109,2.258,38.01,2.283,1.54,271.1,214.8,5,1.6,40.8,35.8,79.5,85.9,3.1,45.1,4.5,137.1,57.6,50.6,44,42,2.912,2.389,10.6,20,0,129.6,121.2,127,90.3,2.9,2.9,15,0,100,10,48,56,22,54.83,70.44,49.07,49.06,21.09,50.62,242.6,eo4
48.52,48.5,45.68,45.6,75.13,75.2,78.2,78.1,77.03,55.9,48.54,48.73,34.59,13.23,238.1,-216.7,25.5,25.65,1.748,1.898,38.39,2.336,1.505,270.5,215.5,4.6,1.7,41,36.3,80.4,87.4,3.6,45.1,3.9,137.4,57,50.3,44,42,6.433,5.289,10.6,20,0,130.4,121.7,127.5,90.4,2.9,2.7,15,0,100,10,48,56,22,54.83,70.32,49.03,49.02,20.5,41.95,241.4,eo4
48.44,48.5,45.56,45.4,75.26,75,78.32,78.3,77.19,55.82,48.41,48.65,34.56,12.76,240.7,-218.9,25.92,25.7,2.121,1.901,38.42,2.372,1.482,270.3,215.9,4.2,1.2,41.2,36.3,79.8,85.9,3.4,45.1,4.1,137.1,57.3,49.6,44,42,8.032,6.61,10.6,20,0,131.2,122.2,127.5,90.3,3.1,3.1,20,0,100,10,48,56,22,54.91,70.15,48.83,48.85,20.09,50.9,241.4,eo4
48.32,48.5,45.43,45.3,75.26,75.4,78.32,78.3,77.15,55.74,48.29,48.53,34.56,13.22,241.1,-219.8,25.76,25.55,2.108,1.891,38.5,2.353,1.494,270.3,214.6,3.8,1.8,41.5,36.6,80.1,86.9,3.4,45.1,3.9,137.4,57.6,49.6,44,42,7.567,6.226,10.6,20,0,131.7,123,126.1,88.5,3.1,3.2,20,0,100,10,48,56,25,54.95,70.11,48.75,48.77,20.93,50.6,241.7,eo4
48.19,48.2,45.35,45.3,75.26,75.2,78.32,78.3,77.19,55.66,48.21,48.44,34.41,12.7,241.4,-219.7,25.39,25.54,2.106,2.255,38.42,2.323,1.514,269.1,214.5,4.3,1.2,41,36.1,79.5,85.9,3.1,45.1,3.9,137.1,57.3,50.1,44,42,6.69,5.53,10.6,20,0,132.3,123.7,127.5,89.9,2.9,2.9,20,0,100,10,48,56,22,54.95,70.15,48.66,48.65,20.05,50.55,240.6,eo4
48.15,48.2,45.27,45.1,75.3,75.2,78.32,78.1,77.15,55.66,48.17,48.36,34.08,13.21,241.9,-221,25.78,25.93,1.743,1.891,38.59,2.349,1.497,270.1,214.8,4.1,2,41.2,36.3,80.1,86.9,3,44.9,3.7,136.8,56.7,49.8,44,42,9.421,7.863,10.6,20,0,133.5,124.2,128,90.8,2.9,2.9,20,0,100,10,48,56,22,54.99,69.99,48.58,48.61,21.14,41.82,241.1,eo4
48.07,48,45.23,45.1,75.26,75,78.28,78.1,77.19,55.58,48.13,48.32,33.91,12.23,242,-220.4,25.39,25.9,1.741,2.255,38.52,2.317,1.517,268.7,214.5,3.6,2,41.3,36.4,80.1,86.9,4,45.1,3.6,137.1,57,50.1,44,42,8.569,7.188,10.6,20,0,133.8,124.5,128,90.3,3.1,2.9,20,0,100,10,48,56,22,54.99,70.15,48.5,48.57,19.35,41.79,240,eo4
48.03,48.2,45.19,45.1,75.22,75.2,78.32,78.1,77.15,55.58,48.05,48.24,35.16,13.27,243.9,-222,25.57,25.72,1.753,1.903,38.47,2.337,1.505,271.3,216.1,3.8,2,41.2,36.4,80.1,86.9,3.7,44.9,3.8,137.1,56.7,50.5,44,42,4.738,3.833,10.6,20,0,134.4,125.2,126.6,89,2.9,3.1,20,0,100,10,48,56,22,55.03,69.95,48.5,48.48,21.35,42.08,242.7,eo4
47.99,48.2,45.15,44.9,75.22,75.2,78.24,78.1,77.11,55.5,48,48.2,33.98,12.71,242.6,-221.3,25.23,25.38,1.73,1.877,38.39,2.311,1.522,269.3,213.2,3.8,1.2,41.3,36.4,80.4,85.9,4,44.9,3.6,137.1,56.4,49.8,44,42,7.61,6.369,10.6,20,0,135,125.7,127.5,90.4,3.3,3.1,20,0,100,10,48,56,22,55.03,70.03,48.46,48.4,20.35,41.51,241.2,eo4
47.95,48,45.11,44.9,75.22,75,78.28,78.1,77.15,55.45,47.92,48.2,34.33,12.67,242.7,-221,25.38,25.16,2.473,2.255,38.42,2.323,1.514,268.5,214.5,3.9,2,41.2,36.3,80.1,86.9,3.6,44.8,3.6,137.1,57,50.6,44,42,6.956,5.763,10.6,20,0,135.3,125.7,126.1,88.5,2.9,2.9,20,0,100,10,48,56,22,55.07,70.19,48.46,48.4,20.11,59.35,240.6,eo4
47.91,48,45.11,44.9,75.22,75.2,78.28,78.1,77.15,55.5,47.92,48.2,34.5,12.74,243.4,-221.7,24.98,25.13,2.47,2.618,38.41,2.287,1.537,269.8,214.2,4.1,1.7,41,36.1,79.8,86.4,3.7,44.9,3.7,137.1,56.7,50.1,45,43,4.95,4.081,10.46,20,0,135.3,126,127,89.4,2.9,2.9,20,0,100,10,48,56,22,55.12,70.07,48.42,48.36,20.43,59.27,241.9,eo4
47.91,48,45.11,44.9,75.17,75,78.24,78.3,77.11,55.45,47.88,48.12,34.58,12.76,244,-222.2,25.08,24.86,2.111,1.893,38.53,2.288,1.536,270.4,215,3.9,1.5,41,36.1,79.8,86.4,3.7,44.9,3.9,136.8,57,49.3,44,42,5.11,4.203,10.6,20,0,135.6,126.6,127.5,90.3,3.1,3.1,20,0,100,10,48,56,22,55.12,70.07,48.38,48.32,20.48,50.66,242.9,eo4
47.86,47.8,45.07,44.9,75.13,74.3,78.28,77.6,77.15,55.45,47.88,48.16,35.3,12.69,243.1,-220.5,25.04,25.19,2.475,2.624,38.49,2.288,1.537,268.9,214.7,3.7,1.3,41,36.1,78.9,84.9,2.8,44.9,3.7,137.4,58.2,48.1,44,42,2.407,1.939,10.6,20,0,135.6,126.8,126.1,88.9,3.2,2.9,0,0,100,21.38,48,56,17,55.12,70.28,48.34,48.32,20.09,59.4,241,eo4
49.75,50.6,46.13,46.4,73,72.5,76.77,76.5,75.88,59.79,49.97,50.25,42.36,9.982,181,-148.6,32.32,34.3,2.471,4.448,43.5,2.613,1.346,270,214.4,6.5,2.7,39.5,34.8,79.5,85.9,4.3,45.3,5.6,133.8,54.6,50.4,50,48,8.2,5.505,9.8,20,0,135.9,126.8,126.1,90.3,4.2,4.3,0,0,100,29.66,48,56,17,55.12,70.44,50.3,50.24,15.63,59.31,218.8,eo4
51.3,51.9,46.33,46.4,72.51,72.3,77.34,77.5,76.33,62.91,51.36,51.64,54.25,11.35,150.8,-107.9,44.73,45.25,2.49,3.008,48.43,3.248,1.083,269.6,216,7,3.1,39.4,34.5,81,87.9,6.3,44.9,5.4,125,44,53.3,54,53,14.94,7.833,9.199,20,0,136.2,127.1,126.6,91,5.3,5.5,0,0,100,37.93,48,56,17,55.2,70.73,51.74,51.68,17.53,59.76,188.7,eo4
53.47,54.7,47.24,47.5,69.85,68.1,76.03,74.7,74.78,67,53.7,54.01,69.61,14.14,87.57,-32.1,55.75,57.73,2.838,4.816,50.87,3.853,0.9125,270.3,214.5,7.4,3.9,40.1,35.1,78.6,84.4,5.1,45.3,5.2,117.6,38.7,49.3,57,55,2.158,0.8819,8.971,20,0,135.3,127.1,127,90.6,6.8,7.2,22.15,2.685,100,71.07,53.21,56,50.54,55.2,64.42,54.64,54.05,36.79,68.12,92.1,eo4
54.33,54.4,47.19,46.8,67.72,67.5,74.68,74.4,72.85,66.47,54.19,54.46,78.49,20.63,72,-14.14,63.74,62.43,2.47,1.157,52.87,4.239,0.8294,270.7,214.3,7.4,4.2,39.4,34.5,78.6,84.4,7.2,44.6,5.2,111.1,32.2,49.6,59,57,1.005,0.3642,8.75,20,0,134.7,126.6,127.5,91.9,6.9,7.6,40.37,6.711,100,72.68,53.54,56,51.34,55.03,62.82,55.5,54.99,63.54,59.28,36,eo4
53.84,53.6,46.25,45.9,67.48,67.3,74.72,74.6,72.89,66.35,53.57,53.85,81.69,20.62,73.82,-12.75,68.18,65.76,2.485,0.05949,54.72,4.381,0.8025,270.6,215.6,7,4.6,38.9,34,79.2,85.4,7.4,43.6,4.7,108.6,29.2,51.6,61,59,7.232,2.518,8.534,20,0,133.5,125.7,127.5,92.2,7.1,7.8,48.59,10.74,100,74.3,53.86,56,52.15,55.03,62.82,55.38,54.63,63.52,59.64,29.55,eo4
53.27,53.2,45.6,45.4,67.27,67,74.56,74.3,72.77,66.18,53.04,53.4,82.34,20.2,74.45,-12.32,68.95,66.9,3.222,1.163,53.72,4.513,0.779,271.2,215.7,6.4,3.9,39.1,34.2,78.2,83.9,6.9,43,4.1,107.3,29.1,50.4,60,58,6.659,2.3,8.641,20,0,132.6,125.5,126.6,91.6,7.3,7.9,51.81,14.77,100,75.91,54.18,56,52.95,54.91,62.37,55.26,54.34,64.97,77.33,27.53,eo4
52.94,53,45.27,44.9,66.86,66.7,74.07,73.8,72.32,65.81,52.67,53.11,82,19.88,74.05,-11.94,68.33,65.92,3.922,1.517,53.11,4.523,0.7773,273.2,213.8,6.5,4.1,38.9,33.8,78.2,83.9,7,42.7,4.3,106.5,28.5,49.4,60,58,5.044,1.75,8.641,20,0,131.7,124.7,127.5,92.5,7.3,7.9,60.03,18.79,100,77.52,54.5,56,53.76,54.79,61.92,55.22,54.13,66.87,86.98,30,eo4
52.9,53,45.23,45.1,66.41,66.2,73.66,73.1,71.87,65.49,52.47,53.15,82.07,20.25,72.31,-10.49,68.56,64.68,6.132,2.255,53.11,4.539,0.7746,271.8,214.5,6.8,4.2,38.5,33.7,77.9,82.4,7,42.7,4.1,106.3,28.4,48.6,60,58,5.626,1.95,8.641,20,0,130.9,124.2,127.5,93.3,6.9,7.7,58.26,22.82,100,79.13,54.83,56,54.56,54.75,61.47,57.26,55.08,72.25,67.27,28.65,eo4
53.27,53.6,45.52,45.4,66,65.8,73.33,72.8,71.5,65.61,52.71,53.48,81.94,20.45,65.89,-4.405,69.87,64.85,6.92,1.904,52.87,4.646,0.7567,268.4,216.3,7.1,4.1,38.3,33.5,76.9,81.9,7.2,42.9,4.4,105.9,28.4,48.7,60,58,10.44,3.623,8.641,20,0,130.4,123.7,126.1,91.8,7,8.2,61.48,26.85,100,80.74,55.15,56,55.37,54.71,61.15,57.75,55.61,76.22,77.36,4.223,eo4
53.43,53.4,45.64,45.6,65.84,65.6,73.13,72.8,71.26,65.49,52.88,53.6,81.97,21.04,64.91,-3.972,69.78,64.8,6.509,1.525,53.08,4.623,0.7606,270,214.9,7.3,4.5,38.3,33.5,77.3,82.4,6.6,43,4.7,105.7,28.6,48.4,60,58,10.23,3.548,8.641,20,0,129.3,123,126.1,91.9,7.2,7.8,64.7,30.87,100,82.35,55.47,56,56.17,54.62,60.74,58.78,56.02,82.59,56.58,0.4432,eo4
53.72,54.1,45.84,45.9,65.8,65.6,73.13,72.8,71.13,65.44,52.96,53.89,82.44,22.42,63.99,-3.972,70.54,63.72,8.345,1.526,54.2,4.576,0.7684,270,214.9,7.3,4.5,38.5,33.7,77.3,82.4,7.3,43,4.5,105.7,28.4,48.9,60,58,12.36,4.264,8.641,20,0,129,122.5,126.1,91.4,7.2,8.2,67.92,34.9,100,83.96,55.79,56,56.98,54.58,60.49,60.83,57.2,91.08,55.31,1.142,eo4
54.13,54.2,46.05,46.1,66.04,66.1,73.49,73.5,71.46,65.77,53.2,54.34,83.12,22.69,63.45,-3.024,72.3,64.02,10.17,1.891,55.72,4.562,0.7707,267.8,214.7,8.1,4.7,37.7,33,78.2,83.9,7.8,43,5,105.7,27.7,51.2,64,61,17.68,6.049,8.323,20,0,128.5,122,126.1,92.3,7.6,8.1,66.14,38.93,100,85.57,56.11,56,57.79,54.54,60.49,61.97,58.02,91.53,61.8,-2.395,eo4
